2023.06.01(23h47m46s): Подключение к базе данных...
2023.06.01(23h47m49s): ************** dial tcp: lookup postgres: no such host **************

2023.06.01(23h47m49s): Авторизация...
2023.06.01(23h47m52s): Обновление данных...
2023.06.01(23h47m52s): Загрузка хостов...
2023.06.01(23h47m54s): HostId: 10084, Value: 1.1600, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10124, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10128, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10129, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10130, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10131, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10132, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10133, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10134, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10135, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10136, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10137, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10138, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10139, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10140, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10141, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10142, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10143, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10144, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10145, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10146, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10147, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10148, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10149, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10150, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10151, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10152, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10153, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10156, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10154, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10157, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): HostId: 10155, Value: 0, Time_load: 2023.06.01(23h47m54s)
2023.06.01(23h47m54s): Загрузка данных заргуженности процессора(среднее за 1 мин)...
2023.06.01(23h47m55s): HostId: 10119, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10120, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10125, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10121, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10122, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10126, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10123, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10084, Value: 2.1700, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10127, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10124, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10128, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10129, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10130, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10131, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10132, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10133, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10134, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10135, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10136, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10137, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10138, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10139, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10140, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10141, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10142, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10143, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10144, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10145, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10146, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10147, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10148, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10149, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10150, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10151, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10152, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10153, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10156, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10154, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10157, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): HostId: 10155, Value: 0, Time_load: 2023.06.01(23h47m55s)
2023.06.01(23h47m55s): Загрузка данных заргуженности процессора(пользователем в процентах)...
2023.06.01(23h47m56s): HostId: 10119, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10127, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10120, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10121, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10125, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10122, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10126, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10123, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10084, Value: 2.6378, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10124, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10128, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10129, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10130, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10131, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10132, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10133, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10134, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10135, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10136, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10137, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10138, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10139, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10140, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10141, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10142, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10143, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10144, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10145, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10146, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10147, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10148, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10149, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10150, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10151, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10152, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10153, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10156, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10154, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10157, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10155, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): Загрузка данных заргуженности процессора(в простое в процентах)...
2023.06.01(23h47m56s): HostId: 10119, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10127, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10120, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10121, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10125, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10122, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10126, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10123, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10084, Value: 0.0000, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10124, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10128, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10129, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10130, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10131, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10132, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10133, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10134, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10135, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10136, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10137, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10138, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10139, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10140, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10141, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10142, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10143, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10144, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10145, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10146, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10147, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10148, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10149, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10150, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10151, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10152, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10153, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10156, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10154, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10157, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): HostId: 10155, Value: 0, Time_load: 2023.06.01(23h47m56s)
2023.06.01(23h47m56s): Загрузка данных заргуженности процессора(прерывания в процентах)...
2023.06.01(23h47m57s): HostId: 10119, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10120, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10121, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10122, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10125, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10126, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10127, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10123, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10084, Value: 0.0000, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10124, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10128, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10129, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10130, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10131, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10132, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10133, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10134, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10135, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10136, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10137, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10138, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10139, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10140, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10141, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10142, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10143, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10144, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10145, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10146, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10147, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10148, Value: 0, Time_load: 2023.06.01(23h47m57s)
2023.06.01(23h47m57s): HostId: 10149, Value: 0, Time_load: 2023.06.01(23h47m57s)
